Time from Start to Finish (seconds),Approximate Age,Approximate Empolyees,Approximate Wage,Approximate Spending,Coding Years,TPU Times,ML Years
389,20,5000,1500,0,1,1,1
200,23,,0,,0,,
413,23,,0,,1,0,1
3417,23,125,75000,0,4,0,1
2398,32,125,2500,5000,2,3,2
362,20,,0,,1,0,1
470,27,500,75000,5000,4,25,4
562,57,10000,275000,50000,7.5,0,10
262,23,,0,,7.5,0,3
515,37,10000,85000,0,7.5,0,10
841,20,,0,,0,,
367,47,500,2500,500,0,,
2642,42,10000,55000,0,15,0,2
333,27,25,55000,0,4,0,2
2402,52,25,45000,0,7.5,0,3
565,32,10000,175000,100000,4,0,3
830,57,25,27500,50,1,1,1
320,27,125,85000,100000,4,0,4
619,32,500,112500,500,4,0,4
1993,37,500,500000,100000,15,1,12
620,27,25,6250,500,1,0,2
412,37,25,175000,0,7.5,0,3
895,32,25,500,500,4,0,4
693,37,5000,6250,50000,7.5,0,3
968,23,25,500,50,1,1,2
607,27,,0,,2,0,2
993,20,,0,,2,3,1
377,27,125,500,0,2,0,2
3802,57,25,27500,0,1,0,1
571,57,10000,225000,100000,20,0,2
7093,27,500,27500,0,7.5,0,1
1181,20,,0,,1,1,2
872,23,10000,500,5000,1,0,1
584,32,125,35000,0,1,0,3
423,27,5000,27500,5000,4,0,5
2696,32,,0,,7.5,0,3
557,32,10000,1500,500,1,0,1
1829,42,10000,112500,100000,4,0,3
424,47,,0,,1,0,1
365,27,5000,45000,500,7.5,0,1
483,23,10000,12500,50,4,0,3
955,27,25,65000,50000,2,3,2
1239,37,125,133000,50000,15,0,10
653,57,25,133000,50000,20,0,5
803,32,5000,35000,50000,7.5,1,3
319,20,25,500,0,0,,
527,52,25,112500,50000,20,1,20
9026,37,,0,,4,0,2
275,20,,0,,0,,
417,42,,0,,0,,
391,23,,0,,4,0,4
389,20,,0,,1,0,1
393,23,500,6250,0,2,0,1
7150,27,25,133000,0,4,0,3
613,32,10000,65000,500,7.5,0,5
729,32,25,1500,5000,4,0,3
562,23,25,6250,50,2,0,1
320,23,,0,,2,3,2
888,23,,0,,1,0,1
301,27,,0,,4,0,2
349,32,25,2500,5000,2,0,2
751,37,25,65000,500,7.5,0,10
797,37,5000,4500,5000,7.5,12,10
846,23,,0,,1,0,1
2213,32,5000,225000,0,4,0,2
1199,27,10000,17500,500,2,0,1
428,27,125,22500,5000,4,3,3
519,37,5000,8250,0,1,0,1
492,27,25,6250,500,1,3,1
336,52,10000,6250,100000,0,,
629,23,,0,,1,0,1
342,27,500,3500,0,2,0,1
429,32,500,75000,5000,2,1,2
236,57,,0,,4,0,4
1092,27,,0,,1,0,1
492,47,10000,133000,0,15,0,1
391,23,25,55000,0,4,0,4
253,23,,0,,1,0,1
767,20,,0,,2,1,2
580,27,125,500,0,4,0,2
468,42,500,175000,50000,7.5,0,4
428,32,25,65000,50000,7.5,1,5
1694,32,125,27500,5000,15,0,1
521,32,10000,35000,0,1,0,2
631,42,25,65000,5000,15,0,12
559,20,,0,,1,0,1
307,23,,0,,4,0,4
189,23,25,500,0,0,,
772,20,10000,6250,500,2,1,2
256,47,25,3500,0,0,,
691,27,,0,,7.5,0,3
1237,27,,0,,2,3,2
634,27,125,112500,50000,4,0,1
406,27,25,4500,0,1,0,2
899,32,25,12500,500,4,0,10
453,42,500,133000,50000,15,0,10
629,23,10000,8250,100000,2,1,1
363,27,25,22500,0,2,0,1
275,20,,0,,1,0,1
965,37,125,133000,5000,4,1,3
400,65,125,112500,0,1,0,1
491,27,10000,35000,100000,2,0,2
363,20,,0,,2,3,2
811,27,10000,17500,50,2,0,2
852,23,125,22500,500,2,12,2
441,32,10000,112500,100000,4,0,4
4985,32,25,85000,500,2,0,1
377,27,25,35000,50000,0,,
314,23,25,85000,0,2,3,2
307,27,,0,,1,1,1
1000,23,,0,,4,0,2
381,20,,0,,1,0,1
465,23,500,2500,50,1,0,1
1017,23,,0,,4,0,1
687,23,125,6250,500,1,0,1
302,57,,0,,0,,
211,27,,0,,2,0,1
1694,32,25,500,500,4,1,3
313,37,25,133000,50000,15,0,12
743,47,25,500,50,4,1,3
488,20,,0,,1,0,1
436,47,,0,,1,0,1
358,20,,0,,1,0,1
572,23,25,500,500,7.5,0,4
720,37,25,45000,5000,2,0,3
320,23,,0,,4,0,3
583,42,125,35000,500,7.5,0,1
466,47,500,1500,0,20,0,1
467,20,,0,,2,1,1
1084,52,5000,112500,100000,7.5,1,3
280,32,500,35000,0,1,0,1
627,42,10000,1500,50,7.5,0,1
362,37,5000,400000,100000,15,0,5
614,37,5000,175000,50000,15,0,10
521,23,125,75000,0,4,3,1
738,37,500,22500,500,4,0,10
346,20,,0,,1,0,1
866,65,125,75000,0,15,0,12
1079,23,25,500,500,1,0,2
2511,20,5000,500,500,2,1,2
818,37,10000,35000,50000,2,0,2
335,20,,0,,1,0,1
342,32,5000,2500,0,7.5,0,10
266,47,500,112500,50000,4,0,1
943,42,10000,22500,500,7.5,0,10
459,37,500,75000,5000,7.5,0,3
850,37,125,3500,50,4,0,3
266,37,,0,,15,0,5
338,23,,0,,4,1,5
1616,20,25,6250,50,2,0,2
603,27,25,500,5000,1,0,1
602,52,125,500,500,4,0,3
516,20,5000,12500,500,1,0,1
1260,27,,0,,1,25,1
601,32,125,27500,50000,7.5,0,4
1399,52,500,175000,100000,7.5,0,3
714,27,25,35000,50,4,0,4
299,20,,0,,2,0,2
457,20,25,500,0,2,0,1
535,32,125,35000,0,2,0,1
1243,23,25,500,5000,1,0,1
426,65,25,275000,0,20,0,20
11295,42,10000,400000,50000,20,0,20
316,20,,0,,2,0,2
452,47,500,112500,50000,15,0,2
3110,23,25,4500,50,2,3,2
381,42,10000,133000,100000,15,0,1
16142,27,25,1500,0,0,,
326,20,,0,,1,0,1
549,23,,0,,2,3,2
217,23,,0,,0,,
2398,52,125,175000,0,2,0,1
446,23,,0,,2,0,1
448,27,500,112500,0,4,0,4
896,47,500,275000,100000,2,0,5
301,27,,0,,1,0,1
639,27,125,75000,0,2,0,1
527,27,10000,27500,5000,7.5,0,3
455,27,25,6250,0,2,0,1
362,42,500,12500,5000,2,3,2
536,65,5000,112500,0,20,0,4
512,52,500,133000,50000,20,0,1
815,27,10000,27500,50,2,0,2
424,27,5000,85000,5000,4,0,3
774,32,25,500,500,4,0,5
2295,52,500,17500,500,1,1,2
622,42,25,500,500,7.5,0,2
858,23,,0,,1,0,1
851,27,10000,35000,50000,4,1,4
208,20,,0,,0,,
535,32,5000,45000,5000,7.5,0,2
271,27,500,85000,0,4,0,2
11134,20,,0,,1,0,1
3831,52,125,1500,500,2,0,4
700,23,500,500,50,2,3,3
903,32,5000,35000,500,4,0,3
865,27,25,8250,5000,4,1,4
441,32,125,22500,0,2,0,1
224,27,10000,65000,0,2,0,1
291,23,,0,,0,,
779,20,125,12500,0,2,0,2
440,32,10000,175000,100000,4,0,4
1345,20,,0,,7.5,3,10
515,65,5000,95000,50000,7.5,0,3
743,57,25,133000,50000,7.5,0,10
338,20,125,85000,100000,1,0,1
675,27,125,35000,50,2,0,2
2271,27,25,1500,0,2,0,10
1260,42,125,175000,100000,15,0,10
449,32,10000,500,0,7.5,0,10
616,32,500,55000,50000,15,0,4
539,37,10000,175000,100000,15,3,5
1196,27,10000,17500,5000,4,1,4
581,23,25,22500,50000,4,0,3
807,37,25,3500,500,4,0,2
375,23,,0,,2,1,2
696,27,125,55000,500,4,0,5
1400,57,5000,275000,5000,15,0,4
689,37,25,112500,500,1,0,3
1013,27,25,500,0,4,0,1
1226,37,10000,27500,50,7.5,0,5
262,20,,0,,2,0,2
660,32,25,500,500,2,1,2
602,23,125,65000,0,4,0,1
660,37,10000,175000,100000,0,,
388,27,500,75000,0,4,0,1
1354,37,25,500,0,1,0,1
253,27,125,17500,0,0,,
920,32,5000,17500,0,15,0,10
465,23,25,75000,5000,2,3,3
636,52,10000,95000,5000,20,0,12
3403,37,125,45000,50000,15,3,12
648,37,25,4500,500,4,0,3
368,52,5000,225000,0,15,0,10
1914,37,10000,133000,50000,1,0,4
417,32,,0,,0,,
410,32,25,27500,500,2,1,4
559,42,125,35000,0,1,0,1
224,20,5000,6250,0,0,,
197,23,10000,6250,0,0,,
446,32,25,133000,5000,7.5,0,10
374,32,,0,,4,0,4
1200,20,25,500,50,1,0,1
541,27,5000,112500,0,4,0,5
581,27,10000,17500,50000,1,0,1
792,27,25,500,500,1,3,1
696,27,5000,27500,0,7.5,0,4
470,27,125,133000,5000,4,12,3
349,52,,0,,4,0,3
379,27,10000,6250,0,2,0,2
505,32,10000,45000,500,7.5,0,3
508,32,500,55000,500,7.5,0,10
465,23,,0,,1,0,1
476,23,125,6250,0,1,3,2
2374,32,25,500,500,2,0,2
529,47,125,22500,50000,2,1,3
2265,27,,0,,7.5,0,1
762,27,5000,45000,0,4,0,5
3856,37,25,95000,5000,4,0,12
976,42,500,133000,100000,2,0,2
669,37,10000,55000,0,2,0,1
582,32,500,75000,100000,2,0,2
262,27,,0,,4,0,2
658,37,5000,27500,0,1,0,1
421,20,25,2500,5000,1,0,1
743,20,,0,,1,0,1
2705,32,500,175000,100000,7.5,1,10
528,27,,0,,1,0,1
772,23,5000,17500,50,1,0,1
365,42,500,35000,0,7.5,0,1
432,32,25,175000,50,7.5,0,4
10383,27,,0,,4,0,3
2526,32,25,85000,5000,7.5,0,10
796,27,125,22500,500,2,0,2
477,32,500,35000,500,4,0,2
678,23,125,45000,500,1,0,2
802,23,5000,17500,0,1,0,1
13458,20,,0,,4,0,2
1415,20,10000,500,50,1,0,1
531,23,25,500,500,1,0,1
588,27,25,12500,50,4,1,3
264,20,,0,,1,0,1
700,57,5000,95000,500,4,0,3
923,23,,0,,4,0,1
587,27,5000,22500,500,2,3,2
1328,47,25,17500,5000,4,1,2
569,37,500,12500,0,2,0,1
474,32,500,112500,50000,7.5,0,2
334,20,,0,,1,0,3
460,23,5000,12500,50,4,0,2
1219,37,10000,133000,5000,4,0,3
686,42,500,55000,0,2,0,2
528,32,5000,175000,50000,15,0,2
541,42,5000,75000,0,7.5,0,2
461,20,25,12500,5000,1,1,1
280,32,,0,,1,0,1
772,32,125,55000,0,7.5,0,5
457,27,125,1500,5000,4,0,3
326,27,5000,35000,5000,7.5,0,5
905,27,,0,,2,0,2
826,42,5000,85000,5000,4,0,4
634,23,10000,22500,500,4,1,4
452,20,25,1500,500,0,,
1902,20,,0,,2,0,2
379,27,,0,,1,0,1
561,20,25,500,50,1,0,1
1301,32,25,65000,50000,7.5,0,3
252,42,125,112500,50000,0,,
341,23,25,55000,500,4,0,2
632,27,500,133000,5000,2,0,2
300,32,10000,112500,0,7.5,0,5
454,23,,0,,2,0,2
413,27,125,8250,5000,2,0,1
1238,42,5000,35000,0,20,0,5
2458,37,500,65000,0,4,0,3
818,27,25,22500,500,4,0,3
444,42,25,85000,5000,7.5,0,3
642,37,125,75000,50,2,0,2
526,42,10000,22500,0,15,0,1
330,47,10000,133000,0,4,0,2
975,32,25,175000,0,15,0,4
525,27,125,500,0,4,0,3
502,65,10000,133000,0,2,0,2
161,23,,0,,2,0,2
573,32,10000,133000,100000,4,0,5
574,42,25,500,50,1,0,1
539,20,,0,,2,0,1
448,20,25,12500,0,2,0,2
407,42,25,75000,100000,2,0,2
351,32,25,133000,5000,4,0,3
1241,57,500,8250,500,4,1,2
567,37,25,35000,5000,7.5,0,1
255,23,,0,,0,,
1090,57,10000,27500,5000,20,0,3
2099,23,25,2500,5000,2,3,2
739,27,10000,22500,100000,4,0,4
2028,20,,0,,1,0,1
312,23,,0,,2,0,1
911,65,25,75000,50,4,0,3
985,47,5000,500,0,15,0,2
446,23,,0,,7.5,0,10
609,27,5000,85000,50000,4,1,4
386,27,25,225000,5000,2,0,4
351,32,25,95000,50000,4,0,2
606,42,5000,17500,0,15,0,1
2137,27,25,12500,50,1,0,1
403,27,10000,133000,500,7.5,0,2
603,27,25,6250,50,2,1,2
411,27,10000,8250,500,4,0,2
322,27,500,75000,0,4,0,3
460,23,125,35000,0,2,0,3
643,20,,0,,7.5,1,3
471,27,25,22500,5000,4,0,2
481,47,5000,133000,50,15,0,10
315,20,,0,,1,0,1
2930,27,,0,,2,0,3
406,20,,0,,2,0,2
1113,20,,0,,2,0,2
385,70,,0,,20,0,5
252,32,,0,,7.5,0,2
417,52,5000,175000,100000,20,12,20
707,27,5000,45000,500,4,12,3
434,20,25,12500,0,2,0,2
407,20,,0,,2,25,2
693,47,5000,133000,5000,20,0,20
256,23,,0,,2,1,2
631,42,10000,2500,50,1,0,1
437,23,500,8250,5000,2,0,2
1538,37,25,500,500,7.5,0,2
131,23,10000,0,,,,
669,52,5000,22500,500,20,0,1
599,37,,0,,4,0,5
393,27,10000,12500,0,1,0,1
727,27,,0,,1,0,1
425,52,5000,17500,5000,0,,
489,20,,0,,4,0,3
2975,20,,0,,2,0,1
599,20,,0,,1,1,2
336,20,,0,,4,25,2
874,42,10000,225000,0,20,0,12
828,23,25,500,0,2,3,3
995,52,10000,22500,500,4,0,2
352,27,,0,,2,0,2
998,20,25,22500,500,4,0,2
520,27,25,133000,50000,7.5,0,4
195,20,,0,,4,1,2
903,37,10000,27500,0,1,0,1
445,23,10000,12500,50,2,0,2
1191,47,125,133000,50000,20,0,20
939,23,10000,6250,5000,1,0,1
314,32,500,3500,0,1,0,1
876,65,25,95000,5000,15,0,2
546,27,5000,22500,5000,2,0,2
488,42,10000,35000,500,4,0,3
667,42,500,112500,500,15,3,12
351,37,10000,95000,0,2,0,2
391,20,,0,,1,3,2
503,23,125,35000,50,4,0,3
552,23,,0,,2,0,2
855,23,,0,,1,1,1
298,20,,0,,0,,
392,37,,0,,1,0,2
364,23,125,45000,0,2,0,2
201,27,,0,,0,,
675,32,125,75000,50000,4,0,4
890,57,25,35000,0,1,0,2
500,52,10000,133000,100000,20,0,4
504,23,,0,,4,1,1
560,27,125,55000,50000,4,0,3
480,32,500,112500,50000,7.5,0,3
398,37,5000,75000,500,4,1,2
448,27,25,35000,0,1,0,1
2672,23,,0,,1,0,1
849,23,,0,,4,0,2
603,47,5000,275000,100000,15,0,5
470,23,,0,,2,0,2
1516,42,25,133000,500,20,0,3
516,27,,0,,1,0,1
802,27,10000,2500,0,2,0,3
664,27,25,500,50,1,0,1
726,27,10000,55000,5000,7.5,0,5
553,27,25,3500,0,1,0,1
1278,27,5000,95000,5000,2,0,2
679,37,5000,275000,50000,15,3,12
637,32,500,65000,0,7.5,0,5
1203,37,10000,112500,100000,4,0,3
750,27,5000,35000,500,4,0,5
475,37,25,112500,0,15,0,2
331,23,,0,,2,0,1
549,27,10000,112500,5000,15,3,10
753,37,25,22500,0,4,3,2
325,23,,0,,0,,
352,37,,0,,0,,
470,27,500,75000,0,2,3,2
276,32,5000,175000,0,4,0,5
401,27,125,27500,0,7.5,0,1
502,42,500,17500,500,4,0,4
384,23,25,45000,0,4,0,3
500,32,10000,85000,5000,4,0,2
479,23,10000,22500,100000,4,0,3
441,20,,0,,1,0,1
332,20,,0,,2,0,1
613,37,25,22500,5000,7.5,0,2
450,27,10000,35000,50,2,3,2
1308,37,25,4500,500,4,1,3
1042,65,25,175000,50000,7.5,0,10
575,52,25,500,50,4,0,4
957,42,125,17500,0,1,0,1
1932,32,25,112500,0,7.5,0,5
372,27,125,75000,0,2,0,2
485,37,125,133000,50000,2,0,1
1211,37,25,22500,0,1,0,1
740,47,25,8250,5000,4,0,5
1070,37,125,275000,100000,4,0,10
631,27,25,85000,5000,4,0,2
935,32,125,65000,50,2,0,4
530,32,5000,225000,100000,2,0,2
615,42,25,112500,5000,15,0,10
1385,20,,0,,1,0,1
301,23,,0,,0,,
802,32,125,75000,50000,4,0,3
2609,23,10000,1500,5000,4,0,2
395,27,,0,,1,1,1
777,42,25,2500,0,7.5,0,12
2739,32,25,75000,0,7.5,12,10
1437,32,10000,22500,500,1,0,1
9418,37,10000,225000,100000,15,0,10
690,47,25,500,50,2,0,2
478,27,10000,500,50000,2,0,2
717,32,25,500,0,7.5,0,3
822,57,25,85000,50,15,0,12
485,42,25,17500,0,2,0,2
813,23,5000,4500,0,2,0,2
1570,32,500,95000,50000,15,0,3
750,23,10000,8250,50,2,0,2
470,42,25,55000,50,4,0,5
754,65,,0,,2,0,2
347,20,,0,,1,0,1
449,32,500,85000,5000,4,0,2
452,32,10000,6250,50000,7.5,0,1
621,37,10000,35000,0,7.5,3,3
549,65,,0,,20,1,3
1152,37,25,45000,5000,4,0,2
1059,42,5000,45000,500,7.5,12,3
2190,27,10000,133000,100000,7.5,25,5
281,27,125,95000,50000,0,,
498,42,500,85000,0,15,0,1
356,32,500,45000,0,4,0,3
649,42,500,175000,100000,15,0,12
398,47,5000,65000,0,7.5,3,10
8640,20,5000,12500,50,2,0,2
1326,27,25,500,50,1,0,1
790,23,25,85000,0,7.5,0,5
411,42,500,175000,50000,20,0,5
392,42,10000,112500,0,15,0,5
704,20,25,500,0,2,3,2
2375,37,500,27500,0,2,0,1
645,32,25,500,50,1,3,1
1247,32,125,112500,0,4,0,4
306,20,,0,,2,0,1
463,27,10000,112500,0,4,0,4
511,52,,0,,20,0,1
574,37,5000,22500,0,2,0,3
366,27,10000,112500,50000,4,3,3
493,32,,0,,7.5,0,4
461,32,25,175000,5000,7.5,0,5
253,37,,0,,1,1,1
665,47,10000,225000,50000,20,1,4
1545,27,125,17500,0,4,0,3
653,37,5000,75000,0,15,0,12
14646,32,25,500,50,2,0,2
1998,37,5000,35000,5000,1,0,1
3856,47,25,112500,50000,20,0,4
684,37,10000,133000,50,15,0,12
593,27,5000,500,50,2,0,2
903,37,5000,8250,5000,15,0,10
404,47,25,500,0,0,,
370,27,5000,22500,50000,4,0,2
515,37,10000,112500,50,4,0,3
496,37,5000,112500,0,15,0,10
342,42,,0,,1,0,1
522,52,5000,55000,100000,4,0,1
769,32,10000,95000,50000,7.5,0,1
1699,37,5000,400000,50000,15,0,12
4830,27,25,500,0,4,1,4
646,47,5000,95000,100000,15,3,10
1874,20,,0,,4,3,1
781,65,10000,175000,0,20,0,5
1386,32,125,175000,50000,4,0,2
942,65,25,45000,500,2,0,1
688,37,500,133000,5000,15,0,4
355,32,25,133000,0,4,0,5
960,32,5000,45000,0,4,0,1
495,32,25,1500,0,1,0,2
326,37,10000,112500,0,15,0,2
498,57,25,12500,0,20,0,5
403,37,10000,225000,100000,20,3,20
544,37,10000,112500,0,7.5,0,5
770,32,25,3500,50000,7.5,0,10
416,20,,0,,2,25,2
455,23,,0,,4,0,1
2075,20,125,75000,0,2,0,2
1085,32,10000,112500,50000,15,0,10
544,32,125,95000,500,4,3,3
672,42,5000,95000,50000,4,0,5
451,32,25,112500,0,7.5,0,2
676,32,125,12500,50,4,3,4
723,27,25,6250,50,2,1,2
306,27,10000,112500,0,4,0,2
603,37,10000,75000,0,2,0,2
729,37,125,45000,5000,15,0,10
384,27,25,12500,0,1,0,1
329,27,10000,112500,100000,7.5,0,5
460,20,,0,,1,0,1
540,37,5000,65000,5000,7.5,0,5
2557,32,500,112500,500,2,0,1
706,42,5000,55000,50,15,0,1
704,27,5000,12500,0,4,0,3
423,23,25,500,0,1,0,1
174,20,,0,,0,,
462,32,10000,85000,0,4,0,4
567,57,25,500000,5000,7.5,0,5
782,32,125,45000,5000,4,0,3
634,47,10000,45000,0,1,0,1
359,32,500,6250,500,0,,
450,27,25,35000,50,2,0,2
685,42,5000,35000,0,1,0,1
733,27,10000,65000,50000,7.5,1,5
518,23,500,6250,0,1,0,2
664,52,500,55000,5000,1,0,1
5767,20,,0,,1,0,1
340,42,125,175000,0,15,0,1
542,27,,0,,4,3,2
514,42,10000,175000,100000,20,3,12
1748,57,5000,400000,100000,20,0,20
512,37,5000,8250,0,4,0,1
398,32,125,12500,5000,0,,
503,57,5000,75000,5000,15,25,20
367,20,10000,6250,100000,4,0,4
874,27,10000,4500,50,1,0,1
404,32,,0,,1,1,1
692,23,,0,,1,1,2
423,20,,0,,2,0,2
327,27,5000,500,0,1,0,1
1675,32,5000,22500,500,4,0,5
699,23,,0,,1,0,1
633,20,25,500,0,2,1,2
675,23,25,1500,500,1,1,1
474,20,,0,,1,0,1
431,23,,0,,2,0,1
437,32,5000,112500,100000,7.5,0,4
253,23,,0,,2,0,2
793,65,25,95000,5000,4,3,5
999,27,125,17500,5000,4,3,3
17662,37,,0,,1,0,1
632,32,5000,22500,5000,1,0,1
616,32,25,17500,0,1,0,1
556,27,,0,,2,0,2
1075,47,5000,65000,500,15,0,2
518,65,500,175000,0,7.5,0,10
363,37,10000,27500,100000,1,0,1
532,20,,0,,1,25,1
393,23,25,500,0,1,0,1
740,27,500,35000,100000,4,0,5
301,32,500,12500,0,0,,
1190,37,10000,12500,0,7.5,0,1
1305,32,5000,12500,5000,4,0,1
297,42,125,65000,0,15,0,1
781,37,10000,75000,0,7.5,0,3
560,37,25,27500,5000,7.5,0,5
566,57,25,55000,100000,7.5,0,10
758,47,10000,500,100000,15,0,10
625,47,10000,95000,0,1,0,1
581,37,10000,75000,0,15,0,10
889,37,500,55000,500,4,0,3
305,23,,0,,1,0,1
739,27,25,12500,50000,2,1,2
1824,27,25,22500,500,2,0,3
400,27,,0,,1,0,1
1020,47,25,175000,500,15,0,12
630,52,5000,112500,500,20,0,2
13397,32,10000,175000,0,4,0,4
1029,32,5000,112500,50000,7.5,3,2
10314,37,25,55000,500,15,1,2
248,20,,0,,0,,
794,65,10000,112500,100000,20,0,1
405,27,125,3500,5000,1,0,2
1633,23,,0,,2,0,2
297,23,,0,,2,0,1
475,32,10000,27500,0,7.5,0,10
342,32,,0,,2,0,2
932,27,125,112500,0,4,0,2
646,23,125,75000,50000,4,1,5
361,32,10000,12500,0,2,0,2
448,47,,0,,2,0,1
633,27,,0,,1,0,1
6471,23,5000,17500,0,2,0,1
724,42,500,500,50,4,0,5
1160,32,10000,35000,500,4,0,3
587,42,125,3500,500,2,0,1
569,47,,0,,2,3,2
477,32,10000,95000,0,7.5,0,2
529,37,10000,175000,100000,7.5,0,12
564,37,10000,112500,100000,15,0,10
437,37,5000,4500,0,1,0,1
401,20,,0,,1,3,2
232,27,,0,,2,0,1
431,42,25,400000,50000,7.5,0,10
409,27,25,95000,5000,1,0,1
349,23,5000,6250,0,0,,
812,37,125,65000,5000,1,0,1
3718,32,10000,175000,100000,7.5,25,2
274,20,,0,,1,0,1
738,27,10000,55000,0,7.5,3,10
481,37,125,175000,50000,15,1,5
710,42,5000,3500,0,2,0,2
580,23,,0,,2,3,2
209,65,10000,133000,0,0,,
1182,27,5000,35000,5000,2,1,2
808,42,500,85000,50000,7.5,0,4
630,42,10000,175000,100000,20,1,10
1139,42,5000,75000,5000,15,3,4
605,23,25,500,50,7.5,3,3
473,27,125,45000,50000,4,0,2
437,32,25,12500,5000,4,1,2
783,32,10000,95000,0,7.5,0,4
379,23,,0,,1,0,1
668,27,500,22500,5000,2,0,2
318,27,125,112500,0,4,0,4
350,42,10000,175000,0,20,0,1
502,52,5000,45000,0,0,,
633,65,500,85000,100000,20,0,4
558,27,5000,95000,50000,7.5,0,5
541,23,,0,,2,1,2
629,57,10000,225000,100000,15,0,10
548,47,125,500,500,2,3,1
484,27,25,12500,50,2,0,1
1596,20,,0,,1,0,1
161,37,125,3500,0,0,,
719,47,5000,35000,5000,7.5,0,10
453,20,,0,,1,0,1
4036,32,125,112500,500,7.5,1,10
669,27,500,55000,100000,4,0,3
3035,20,10000,12500,0,2,0,1
775,47,25,400000,100000,20,0,3
856,23,,0,,4,0,4
1148,27,,0,,1,1,1
1030,42,,0,,2,0,2
356,27,5000,35000,5000,4,25,4
339,23,,0,,2,0,2
605,20,,0,,2,0,1
705,57,500,275000,500,20,0,4
548,37,500,65000,0,4,0,3
2262,23,25,4500,0,1,0,1
588,20,,0,,1,0,1
614,52,500,55000,500,2,0,1
643,32,10000,65000,5000,4,1,1
430,32,125,95000,50000,15,0,2
610,37,125,65000,5000,7.5,0,10
539,32,5000,45000,500,4,0,3
1134,23,10000,4500,0,4,0,3
282,20,,0,,4,0,2
732,27,25,500,5000,7.5,3,10
270,47,25,112500,0,2,3,1
483,27,25,500,100000,4,0,4
691,27,25,500,0,4,0,3
810,32,500,45000,50,2,0,2
548,32,25,17500,500,4,0,1
1168,37,125,95000,500,4,0,5
361,27,125,85000,0,1,0,1
2020,23,25,500,5000,0,,
535,52,10000,175000,50000,20,0,10
407,27,5000,95000,0,15,0,10
869,32,10000,3500,0,2,3,2
648,32,10000,85000,0,7.5,0,2
387,27,500,55000,0,4,0,5
936,32,10000,133000,5000,4,0,3
471,27,10000,75000,100000,4,1,3
223,27,,0,,1,0,1
753,37,500,2500,5000,1,0,2
790,42,500,1500,500,7.5,0,2
498,27,25,65000,500,1,0,1
1213,47,5000,17500,5000,20,1,2
648,23,125,35000,50000,2,1,1
1743,37,10000,112500,50000,15,0,1
475,32,125,75000,5000,4,0,5
448,23,5000,12500,0,4,0,1
773,37,,0,,7.5,0,1
4966,23,5000,1500,500,1,0,2
672,27,500,12500,500,4,3,3
616,27,5000,22500,5000,15,0,3
398,37,125,175000,100000,1,0,4
727,23,5000,22500,5000,4,0,2
835,37,5000,55000,5000,2,0,2
460,37,10000,75000,5000,7.5,0,1
162,37,,0,,0,,
348,65,25,17500,5000,20,0,4
826,47,5000,225000,100000,7.5,0,2
341,23,,0,,2,1,2
499,32,500,2500,0,1,0,1
580,52,500,133000,50000,7.5,0,4
383,23,,0,,1,0,3
237,23,,0,,2,1,1
429,23,,0,,1,1,1
1500,57,25,45000,5000,20,0,1
633,42,125,225000,100000,7.5,0,4
264,42,5000,95000,0,0,,
542,32,5000,65000,5000,7.5,0,10
511,47,10000,500000,0,15,0,10
434,37,10000,175000,0,7.5,0,10
463,37,500,22500,50000,4,3,2
1279,47,25,27500,50,2,25,2
666,37,10000,65000,100000,2,0,2
1169,37,10000,65000,50000,4,0,2
973,32,5000,65000,500,2,0,2
341,27,,0,,0,,
602,42,5000,500,50,7.5,0,10
422,27,,0,,2,0,1
609,27,125,17500,500,1,0,1
464,23,5000,22500,50,1,0,1
456,27,25,500,50,4,3,2
530,32,25,1500,50,4,0,1
489,37,25,22500,500,15,0,10
1136,37,25,4500,500,1,0,1
255,37,500,500,0,0,,
260,27,125,17500,0,2,0,1
744,52,5000,500,500,2,0,2
295,20,,0,,1,0,1
25630,27,10000,27500,50,4,1,3
117,20,,0,,0,,
951,47,5000,45000,0,4,0,3
959,42,500,133000,100000,20,0,20
512,23,5000,35000,500,2,0,2
517,32,10000,175000,50000,15,0,10
460,27,125,65000,0,4,0,2
738,27,25,35000,500,2,0,3
686,32,10000,1500,5000,1,0,1
398,23,,0,,2,1,1
1003,27,125,85000,5000,1,0,1
329,42,5000,112500,5000,2,0,1
421,27,,0,,4,0,4
10911,70,25,12500,0,20,0,1
838,32,25,133000,50000,15,1,5
256,23,,0,,1,0,1
677,32,25,500,5000,7.5,1,2
347,32,5000,35000,5000,7.5,0,10
519,42,10000,95000,50000,15,0,10
284,20,,0,,1,0,1
724,42,25,17500,5000,4,0,2
404,37,,0,,7.5,0,10
544,23,10000,35000,0,2,3,1
1014,37,125,95000,100000,2,0,12
399,27,500,3500,0,7.5,0,2
469,37,,0,,1,0,1
3318,52,,0,,15,1,3
540,32,,0,,1,0,1
1449,37,5000,22500,5000,1,0,2
9161,42,10000,75000,100000,2,0,1
537,37,10000,133000,100000,7.5,0,10
407,23,,0,,1,1,1
318,37,5000,55000,0,4,0,5
386,20,,0,,1,0,1
492,27,25,500,0,20,1,4
605,47,25,175000,50000,20,0,4
3161,42,5000,175000,100000,4,3,3
575,42,500,175000,50000,7.5,0,12
482,20,,0,,1,0,1
720,32,5000,22500,50000,7.5,3,10
592,52,10000,133000,100000,4,0,4
