Time from Start to Finish (seconds),Q1,Q6,Q7,Q10,Q11,Q15,Q22,Q23
241,30-34,,,,,5-10 years,Never,< 1 years
408,18-21,,,,,< 1 years,Never,< 1 years
506,35-39,"> 10,000 employees",9-May,"60,000-69,999",$0 (USD),5-10 years,Never,1-2 years
1727,22-24,"> 10,000 employees",4-Mar,"4,000-4,999",$0 (USD),< 1 years,Never,< 1 years
387,18-21,"> 10,000 employees",20+,"80,000-89,999","> $100,000 ($USD)",3-5 years,Never,1-2 years
805,25-29,"1000-9,999 employees",20+,"2,000-2,999",$100-$999,1-2 years,Never,< 1 years
290,25-29,,,,,1-2 years,Never,< 1 years
443,25-29,250-999 employees,14-Oct,"10,000-14,999",$1-$99,< 1 years,Never,< 1 years
378,18-21,,,,,< 1 years,Never,< 1 years
573,35-39,0-49 employees,2-Jan,"20,000-24,999",$0 (USD),< 1 years,Never,< 1 years
588,18-21,50-249 employees,4-Mar,"10,000-14,999",$1-$99,1-2 years,Never,1-2 years
4628,55-59,"1000-9,999 employees",20+,"3,000-3,999","$1000-$9,999",10-20 years,Never,10-15 years
1715,25-29,"> 10,000 employees",20+,"20,000-24,999","$1000-$9,999",1-2 years,Never,1-2 years
391,22-24,50-249 employees,2-Jan,$0-999,$1-$99,1-2 years,Never,< 1 years
845,30-34,0-49 employees,4-Mar,"4,000-4,999","$1000-$9,999",< 1 years,Once,< 1 years
854,50-54,0-49 employees,2-Jan,"7,500-9,999",$100-$999,3-5 years,Never,2-3 years
655,22-24,,,,,< 1 years,Once,< 1 years
1444,35-39,"> 10,000 employees",20+,"90,000-99,999",$100-$999,10-20 years,Never,4-5 years
580,25-29,0-49 employees,2-Jan,"10,000-14,999",$100-$999,< 1 years,Never,< 1 years
547,30-34,50-249 employees,0,"15,000-19,999",$0 (USD),3-5 years,Never,3-4 years
313,18-21,,,,,< 1 years,Never,< 1 years
296,25-29,0-49 employees,0,"25,000-29,999",$0 (USD),1-2 years,Never,< 1 years
1739,22-24,250-999 employees,9-May,"7,500-9,999",$0 (USD),3-5 years,Never,< 1 years
624,30-34,"1000-9,999 employees",9-May,"100,000-124,999",$1-$99,1-2 years,Never,1-2 years
1514,25-29,,,,,3-5 years,Never,1-2 years
574,40-44,0-49 employees,2-Jan,"30,000-39,999",$0 (USD),< 1 years,Never,< 1 years
724,25-29,"> 10,000 employees",4-Mar,"25,000-29,999","> $100,000 ($USD)",3-5 years,Once,1-2 years
301,35-39,250-999 employees,2-Jan,"70,000-79,999",$0 (USD),5-10 years,Never,< 1 years
327,25-29,"1000-9,999 employees",14-Oct,"80,000-89,999",$0 (USD),< 1 years,Never,< 1 years
605,22-24,0-49 employees,0,$0-999,$0 (USD),< 1 years,Never,< 1 years
355,35-39,"> 10,000 employees",20+,"100,000-124,999","> $100,000 ($USD)",3-5 years,Never,2-3 years
724,35-39,250-999 employees,9-May,"40,000-49,999",$0 (USD),< 1 years,Never,< 1 years
5122,40-44,"> 10,000 employees",20+,"100,000-124,999","> $100,000 ($USD)",5-10 years,Never,5-10 years
306,18-21,,,,,3-5 years,Never,1-2 years
771,22-24,"1000-9,999 employees",20+,"4,000-4,999",$0 (USD),1-2 years,Once,2-3 years
276,30-34,"> 10,000 employees",2-Jan,"7,500-9,999",$0 (USD),I have never written code,,
434,18-21,,,,,< 1 years,Never,< 1 years
355,22-24,,,,,1-2 years,Never,1-2 years
362,22-24,,,,,1-2 years,Never,< 1 years
598,25-29,"> 10,000 employees",20+,"125,000-149,999","$10,000-$99,999",5-10 years,Never,4-5 years
267,18-21,,,,,I have never written code,,
506,22-24,,,,,< 1 years,Never,1-2 years
1263,22-24,,,,,1-2 years,Never,< 1 years
481,30-34,"> 10,000 employees",4-Mar,"80,000-89,999",$0 (USD),5-10 years,Never,4-5 years
343,18-21,,,,,1-2 years,6-24 times,1-2 years
335,30-34,"1000-9,999 employees",20+,"25,000-29,999",$0 (USD),3-5 years,Never,3-4 years
451,25-29,,,,,< 1 years,Never,< 1 years
445,25-29,0-49 employees,0,"1,000-1,999",$1-$99,< 1 years,Never,< 1 years
588,60-69,"> 10,000 employees",20+,"300,000-500,000",$100-$999,20+ years,Never,20+ years
542,25-29,0-49 employees,9-May,"25,000-29,999","$1000-$9,999",3-5 years,Never,2-3 years
607,25-29,"1000-9,999 employees",9-May,"20,000-24,999",$0 (USD),1-2 years,Never,1-2 years
562,30-34,"> 10,000 employees",20+,"20,000-24,999",$100-$999,5-10 years,Never,1-2 years
448,55-59,"> 10,000 employees",20+,"150,000-199,999","> $100,000 ($USD)",20+ years,2-5 times,5-10 years
374,22-24,"> 10,000 employees",4-Mar,"15,000-19,999",$1-$99,1-2 years,Never,< 1 years
1298,22-24,0-49 employees,2-Jan,"10,000-14,999","$1000-$9,999",1-2 years,Never,1-2 years
390,25-29,"1000-9,999 employees",4-Mar,"40,000-49,999",$0 (USD),5-10 years,Never,2-3 years
437,55-59,0-49 employees,2-Jan,"80,000-89,999","$1000-$9,999",5-10 years,Never,2-3 years
515,22-24,0-49 employees,2-Jan,$0-999,$1-$99,1-2 years,Never,1-2 years
457,22-24,,,,,< 1 years,Never,1-2 years
865,22-24,"> 10,000 employees",0,"5,000-7,499",$100-$999,< 1 years,6-24 times,< 1 years
838,25-29,"1000-9,999 employees",9-May,"90,000-99,999",$1-$99,3-5 years,Never,< 1 years
359,22-24,250-999 employees,4-Mar,"10,000-14,999",$0 (USD),1-2 years,Never,< 1 years
313,22-24,0-49 employees,2-Jan,"5,000-7,499",$1-$99,< 1 years,Once,1-2 years
596,25-29,50-249 employees,2-Jan,"40,000-49,999",$1-$99,3-5 years,Never,2-3 years
369,45-49,"1000-9,999 employees",20+,"125,000-149,999",$0 (USD),3-5 years,Never,1-2 years
395,18-21,,,,,3-5 years,Never,1-2 years
358,25-29,,,,,< 1 years,Never,< 1 years
567,25-29,"1000-9,999 employees",20+,"125,000-149,999","$10,000-$99,999",1-2 years,Never,1-2 years
293,25-29,50-249 employees,15-19,"40,000-49,999",$0 (USD),3-5 years,Never,1-2 years
1213,22-24,"> 10,000 employees",20+,"5,000-7,499",$1-$99,1-2 years,Never,1-2 years
585,18-21,0-49 employees,4-Mar,"200,000-249,999",$100-$999,20+ years,Never,< 1 years
3070,30-34,50-249 employees,20+,"4,000-4,999",$0 (USD),3-5 years,> 25 times,< 1 years
1224,55-59,0-49 employees,0,"30,000-39,999",$100-$999,1-2 years,Never,< 1 years
588,25-29,250-999 employees,0,"20,000-24,999",$1-$99,3-5 years,Never,3-4 years
2971,25-29,"1000-9,999 employees",2-Jan,"10,000-14,999","$1000-$9,999",3-5 years,2-5 times,2-3 years
279,25-29,0-49 employees,2-Jan,"2,000-2,999",$100-$999,1-2 years,Never,2-3 years
809,22-24,50-249 employees,2-Jan,"10,000-14,999","$1000-$9,999",1-2 years,Never,1-2 years
2343,30-34,"1000-9,999 employees",20+,"25,000-29,999","> $100,000 ($USD)",< 1 years,Never,1-2 years
437,18-21,50-249 employees,4-Mar,"5,000-7,499","$1000-$9,999",< 1 years,Never,1-2 years
558,18-21,0-49 employees,14-Oct,$0-999,$100-$999,I have never written code,,
1070,35-39,"1000-9,999 employees",2-Jan,"50,000-59,999",$0 (USD),3-5 years,Never,2-3 years
596,30-34,50-249 employees,2-Jan,"15,000-19,999",$0 (USD),10-20 years,2-5 times,2-3 years
453,22-24,,,,,1-2 years,Never,< 1 years
779,22-24,,,,,1-2 years,Never,1-2 years
906,40-44,"1000-9,999 employees",0,"10,000-14,999",$100-$999,< 1 years,Never,< 1 years
519,18-21,250-999 employees,4-Mar,$0-999,$0 (USD),1-2 years,Once,< 1 years
542,22-24,"1000-9,999 employees",4-Mar,"300,000-500,000",$0 (USD),1-2 years,Never,3-4 years
478,30-34,"> 10,000 employees",20+,"100,000-124,999","$10,000-$99,999",5-10 years,Never,4-5 years
1693,30-34,"> 10,000 employees",20+,"200,000-249,999","> $100,000 ($USD)",5-10 years,Never,3-4 years
3218,25-29,250-999 employees,9-May,"10,000-14,999",$1-$99,5-10 years,Never,< 1 years
483,25-29,250-999 employees,20+,"7,500-9,999",$100-$999,3-5 years,Once,3-4 years
447,18-21,,,,,1-2 years,Never,< 1 years
387,60-69,0-49 employees,0,"90,000-99,999",$0 (USD),< 1 years,Never,< 1 years
329,25-29,,,,,1-2 years,Never,< 1 years
748,30-34,"1000-9,999 employees",9-May,"5,000-7,499","> $100,000 ($USD)",5-10 years,Never,4-5 years
758,18-21,,,,,< 1 years,Never,< 1 years
458,18-21,,,,,< 1 years,Never,< 1 years
373,18-21,,,,,< 1 years,Never,< 1 years
524,30-34,"> 10,000 employees",20+,"10,000-14,999",$1-$99,1-2 years,Once,1-2 years
343,30-34,"> 10,000 employees",20+,"15,000-19,999",$0 (USD),5-10 years,Never,1-2 years
294,18-21,,,,,< 1 years,Never,< 1 years
582,25-29,50-249 employees,9-May,"80,000-89,999",$100-$999,< 1 years,Never,< 1 years
787,35-39,,,,,3-5 years,Never,4-5 years
551,55-59,"1000-9,999 employees",2-Jan,"10,000-14,999",$100-$999,3-5 years,Never,3-4 years
535,25-29,"> 10,000 employees",14-Oct,"70,000-79,999","$1000-$9,999",3-5 years,Never,2-3 years
567,25-29,"1000-9,999 employees",14-Oct,"20,000-24,999","$1000-$9,999",< 1 years,Never,< 1 years
392,30-34,"1000-9,999 employees",20+,"50,000-59,999",$1-$99,5-10 years,Never,5-10 years
571,18-21,,,,,< 1 years,Never,< 1 years
845,40-44,"> 10,000 employees",9-May,"100,000-124,999",$100-$999,1-2 years,Once,1-2 years
640,25-29,"1000-9,999 employees",0,"10,000-14,999",$0 (USD),< 1 years,Never,< 1 years
483,18-21,,,,,< 1 years,Never,< 1 years
713,25-29,,,,,< 1 years,Once,< 1 years
755,45-49,"1000-9,999 employees",9-May,"100,000-124,999","$10,000-$99,999",10-20 years,Never,10-15 years
337,35-39,250-999 employees,15-19,"30,000-39,999",$100-$999,1-2 years,Never,2-3 years
656,35-39,"> 10,000 employees",20+,"150,000-199,999","$1000-$9,999",5-10 years,Never,2-3 years
258,25-29,,,,,3-5 years,Never,3-4 years
453,30-34,0-49 employees,2-Jan,"15,000-19,999",$0 (USD),1-2 years,Never,< 1 years
517,30-34,"1000-9,999 employees",14-Oct,"125,000-149,999","$10,000-$99,999",5-10 years,Never,4-5 years
301,18-21,,,,,3-5 years,Never,1-2 years
1017,50-54,0-49 employees,4-Mar,"7,500-9,999","$10,000-$99,999",3-5 years,2-5 times,4-5 years
698,30-34,0-49 employees,15-19,"60,000-69,999",$0 (USD),1-2 years,Never,1-2 years
268,22-24,,,,,< 1 years,2-5 times,< 1 years
516,45-49,250-999 employees,20+,"70,000-79,999","$10,000-$99,999",10-20 years,Never,< 1 years
348,18-21,,,,,3-5 years,Never,1-2 years
650,22-24,,,,,< 1 years,Never,< 1 years
645,25-29,,,,,1-2 years,Never,< 1 years
374,18-21,,,,,< 1 years,Once,< 1 years
416,30-34,"1000-9,999 employees",9-May,"10,000-14,999",$0 (USD),I have never written code,,
1519,25-29,0-49 employees,2-Jan,$0-999,$0 (USD),< 1 years,Never,< 1 years
442,35-39,0-49 employees,2-Jan,"20,000-24,999",$100-$999,1-2 years,Never,< 1 years
584,40-44,0-49 employees,2-Jan,"> $500,000","$10,000-$99,999",< 1 years,Never,< 1 years
378,18-21,,,,,< 1 years,Never,< 1 years
577,25-29,,,,,< 1 years,Never,< 1 years
256,22-24,,,,,I have never written code,,
411,30-34,50-249 employees,20+,"10,000-14,999",$0 (USD),5-10 years,Never,2-3 years
357,25-29,0-49 employees,0,"20,000-24,999",$100-$999,3-5 years,Never,1-2 years
592,45-49,,,,,< 1 years,Never,< 1 years
305,25-29,,,,,1-2 years,6-24 times,1-2 years
1285,25-29,"> 10,000 employees",4-Mar,"50,000-59,999",$100-$999,5-10 years,Never,2-3 years
529,40-44,0-49 employees,2-Jan,"60,000-69,999","$1000-$9,999",1-2 years,Never,< 1 years
758,25-29,0-49 employees,2-Jan,"50,000-59,999",$0 (USD),3-5 years,Never,4-5 years
690,22-24,50-249 employees,15-19,"30,000-39,999","$1000-$9,999",5-10 years,Never,2-3 years
349,40-44,"> 10,000 employees",20+,"125,000-149,999","$1000-$9,999",3-5 years,Once,3-4 years
1625,25-29,,,,,3-5 years,Once,< 1 years
603,50-54,"> 10,000 employees",20+,"125,000-149,999","$10,000-$99,999",20+ years,Never,2-3 years
715,25-29,250-999 employees,2-Jan,"1,000-1,999",$1-$99,< 1 years,Never,< 1 years
420,35-39,"1000-9,999 employees",20+,"70,000-79,999",$1-$99,10-20 years,Never,5-10 years
457,22-24,0-49 employees,4-Mar,"15,000-19,999","$1000-$9,999",< 1 years,Never,1-2 years
2559,40-44,"> 10,000 employees",20+,"125,000-149,999",$0 (USD),20+ years,Once,3-4 years
503,45-49,"1000-9,999 employees",20+,"90,000-99,999","$10,000-$99,999",1-2 years,Once,1-2 years
4390,18-21,,,,,1-2 years,Never,< 1 years
462,30-34,50-249 employees,4-Mar,"90,000-99,999","$10,000-$99,999",5-10 years,Never,5-10 years
483,35-39,"> 10,000 employees",20+,"25,000-29,999",$0 (USD),< 1 years,Never,< 1 years
884,22-24,50-249 employees,4-Mar,"1,000-1,999",$100-$999,3-5 years,Never,1-2 years
5089,30-34,"> 10,000 employees",20+,"200,000-249,999","> $100,000 ($USD)",5-10 years,2-5 times,4-5 years
245,18-21,,,,,< 1 years,Never,< 1 years
262,35-39,"> 10,000 employees",2-Jan,"30,000-39,999","> $100,000 ($USD)",I have never written code,,
342,30-34,,,,,1-2 years,Never,< 1 years
355,35-39,250-999 employees,14-Oct,"100,000-124,999","> $100,000 ($USD)",10-20 years,2-5 times,3-4 years
813,45-49,"1000-9,999 employees",9-May,"25,000-29,999",$0 (USD),< 1 years,Never,1-2 years
563,50-54,250-999 employees,4-Mar,"100,000-124,999","> $100,000 ($USD)",3-5 years,> 25 times,3-4 years
237,25-29,0-49 employees,9-May,"70,000-79,999",$0 (USD),5-10 years,Never,3-4 years
626,18-21,,,,,I have never written code,,
580,40-44,"> 10,000 employees",20+,"150,000-199,999","> $100,000 ($USD)",10-20 years,Never,4-5 years
501,30-34,"1000-9,999 employees",9-May,"40,000-49,999","$1000-$9,999",3-5 years,Never,4-5 years
495,25-29,"> 10,000 employees",0,"10,000-14,999",$0 (USD),< 1 years,Never,< 1 years
85,55-59,,,,,,,
452,30-34,"> 10,000 employees",20+,"125,000-149,999",$100-$999,< 1 years,Never,1-2 years
369,25-29,"> 10,000 employees",4-Mar,"50,000-59,999",$0 (USD),1-2 years,Never,1-2 years
443,40-44,"> 10,000 employees",20+,"100,000-124,999",$0 (USD),5-10 years,Never,4-5 years
529,50-54,50-249 employees,0,"100,000-124,999",$0 (USD),20+ years,Never,20+ years
238,18-21,,,,,I have never written code,,
697,40-44,"> 10,000 employees",4-Mar,"25,000-29,999","$1000-$9,999",3-5 years,Never,1-2 years
771,35-39,0-49 employees,2-Jan,"5,000-7,499","$1000-$9,999",3-5 years,Never,2-3 years
359,25-29,250-999 employees,9-May,"100,000-124,999","$10,000-$99,999",3-5 years,Never,4-5 years
348,25-29,50-249 employees,2-Jan,"100,000-124,999",$100-$999,1-2 years,Never,1-2 years
337,30-34,,,,,1-2 years,Once,1-2 years
393,22-24,50-249 employees,4-Mar,"50,000-59,999",$0 (USD),< 1 years,Never,< 1 years
585,30-34,250-999 employees,15-19,"60,000-69,999","> $100,000 ($USD)",3-5 years,Never,2-3 years
672,30-34,"> 10,000 employees",20+,"250,000-299,999","> $100,000 ($USD)",10-20 years,Never,4-5 years
327,22-24,,,,,3-5 years,Never,2-3 years
1037,18-21,,,,,1-2 years,Never,< 1 years
490,30-34,"1000-9,999 employees",14-Oct,"80,000-89,999","> $100,000 ($USD)",3-5 years,Once,2-3 years
401,30-34,"1000-9,999 employees",14-Oct,"90,000-99,999",$0 (USD),10-20 years,Never,5-10 years
378,30-34,0-49 employees,0,"10,000-14,999",$0 (USD),< 1 years,Never,< 1 years
421,40-44,"> 10,000 employees",20+,"250,000-299,999","> $100,000 ($USD)",10-20 years,Never,5-10 years
450,25-29,"1000-9,999 employees",9-May,"90,000-99,999",$0 (USD),< 1 years,Never,< 1 years
610,30-34,250-999 employees,4-Mar,"125,000-149,999","> $100,000 ($USD)",5-10 years,Never,5-10 years
1425,40-44,0-49 employees,2-Jan,"1,000-1,999",$1-$99,3-5 years,Never,3-4 years
428,40-44,"> 10,000 employees",20+,"20,000-24,999",$0 (USD),10-20 years,Never,3-4 years
478,30-34,"1000-9,999 employees",15-19,"20,000-24,999",$0 (USD),3-5 years,Never,2-3 years
600,25-29,0-49 employees,2-Jan,"90,000-99,999","$1000-$9,999",5-10 years,Never,4-5 years
195,18-21,,,,,I have never written code,,
766,25-29,"> 10,000 employees",20+,"5,000-7,499",$100-$999,< 1 years,Never,< 1 years
465,40-44,"1000-9,999 employees",20+,"300,000-500,000","> $100,000 ($USD)",10-20 years,Never,5-10 years
1347,25-29,0-49 employees,2-Jan,"30,000-39,999","$1000-$9,999",3-5 years,Once,1-2 years
457,22-24,"> 10,000 employees",20+,"7,500-9,999","$10,000-$99,999",1-2 years,> 25 times,2-3 years
773,25-29,"> 10,000 employees",20+,"40,000-49,999",$100-$999,< 1 years,Once,< 1 years
1124,18-21,,,,,3-5 years,Once,< 1 years
413,30-34,250-999 employees,4-Mar,"40,000-49,999","$1000-$9,999",1-2 years,Once,2-3 years
2847,25-29,0-49 employees,2-Jan,"80,000-89,999","$10,000-$99,999",5-10 years,Never,3-4 years
463,22-24,,,,,3-5 years,Never,2-3 years
453,25-29,50-249 employees,9-May,"20,000-24,999",$100-$999,3-5 years,Never,2-3 years
655,25-29,0-49 employees,2-Jan,$0-999,$0 (USD),1-2 years,Never,1-2 years
732,22-24,"> 10,000 employees",4-Mar,"20,000-24,999",$100-$999,1-2 years,2-5 times,2-3 years
1187,22-24,0-49 employees,2-Jan,$0-999,$1-$99,< 1 years,Never,< 1 years
740,30-34,"1000-9,999 employees",9-May,"125,000-149,999","> $100,000 ($USD)",3-5 years,Never,5-10 years
410,50-54,"> 10,000 employees",20+,"80,000-89,999",$0 (USD),20+ years,Never,< 1 years
329,18-21,,,,,< 1 years,Never,< 1 years
1908,22-24,"> 10,000 employees",20+,"7,500-9,999",$100-$999,3-5 years,Never,2-3 years
2746,35-39,,,,,< 1 years,Never,< 1 years
486,40-44,"> 10,000 employees",9-May,$0-999,$0 (USD),10-20 years,2-5 times,3-4 years
442,22-24,0-49 employees,2-Jan,"10,000-14,999",$100-$999,1-2 years,2-5 times,1-2 years
339,35-39,,,,,1-2 years,Never,< 1 years
611,35-39,"> 10,000 employees",4-Mar,"90,000-99,999","$10,000-$99,999",5-10 years,Never,10-15 years
234,25-29,"1000-9,999 employees",4-Mar,"25,000-29,999",$0 (USD),I have never written code,,
1297,55-59,250-999 employees,20+,"20,000-24,999",$0 (USD),1-2 years,Never,1-2 years
1792,40-44,0-49 employees,2-Jan,"200,000-249,999","$10,000-$99,999",20+ years,Never,20+ years
289,30-34,250-999 employees,14-Oct,"150,000-199,999",$0 (USD),10-20 years,Never,2-3 years
981,18-21,,,,,1-2 years,Never,2-3 years
1642,35-39,0-49 employees,4-Mar,"125,000-149,999","$10,000-$99,999",10-20 years,Never,5-10 years
757,30-34,,,,,3-5 years,Never,2-3 years
980,18-21,,,,,1-2 years,Never,< 1 years
608,55-59,250-999 employees,9-May,"150,000-199,999","$10,000-$99,999",20+ years,Never,4-5 years
3735,45-49,"> 10,000 employees",20+,"30,000-39,999","$10,000-$99,999",10-20 years,Never,3-4 years
356,25-29,"> 10,000 employees",20+,"150,000-199,999","> $100,000 ($USD)",10-20 years,Never,5-10 years
2629,60-69,"1000-9,999 employees",9-May,"125,000-149,999","$10,000-$99,999",3-5 years,Never,3-4 years
382,25-29,,,,,3-5 years,Never,4-5 years
501,22-24,,,,,< 1 years,Never,< 1 years
357,30-34,50-249 employees,2-Jan,"7,500-9,999",$0 (USD),I have never written code,,
591,35-39,"> 10,000 employees",14-Oct,"125,000-149,999","$1000-$9,999",10-20 years,Never,3-4 years
333,22-24,,,,,< 1 years,Never,< 1 years
464,22-24,0-49 employees,4-Mar,"15,000-19,999",$100-$999,3-5 years,Never,3-4 years
6163,25-29,0-49 employees,9-May,"60,000-69,999","$1000-$9,999",3-5 years,Never,2-3 years
272,30-34,,,,,5-10 years,Never,4-5 years
660,35-39,50-249 employees,0,"90,000-99,999","$10,000-$99,999",1-2 years,Never,< 1 years
424,22-24,,,,,< 1 years,Never,< 1 years
3809,25-29,"> 10,000 employees",20+,"300,000-500,000","$10,000-$99,999",5-10 years,Never,4-5 years
509,22-24,"> 10,000 employees",4-Mar,"40,000-49,999","$1000-$9,999",1-2 years,Never,1-2 years
574,18-21,,,,,1-2 years,Once,1-2 years
539,22-24,,,,,3-5 years,Never,4-5 years
456,25-29,250-999 employees,9-May,"150,000-199,999","$10,000-$99,999",5-10 years,Never,3-4 years
568,30-34,"> 10,000 employees",20+,"1,000-1,999","> $100,000 ($USD)",3-5 years,Never,2-3 years
3378,25-29,"> 10,000 employees",20+,"60,000-69,999",$0 (USD),3-5 years,2-5 times,4-5 years
390,35-39,250-999 employees,20+,"100,000-124,999",$0 (USD),1-2 years,Never,1-2 years
342,30-34,"> 10,000 employees",20+,"150,000-199,999",$0 (USD),10-20 years,Never,4-5 years
421,40-44,50-249 employees,2-Jan,"10,000-14,999",$0 (USD),1-2 years,Never,1-2 years
1532,25-29,0-49 employees,2-Jan,"4,000-4,999",$0 (USD),3-5 years,Never,< 1 years
911,22-24,0-49 employees,9-May,"3,000-3,999","$1000-$9,999",< 1 years,2-5 times,< 1 years
277,18-21,,,,,1-2 years,Never,1-2 years
461,30-34,"1000-9,999 employees",4-Mar,"15,000-19,999",$0 (USD),< 1 years,Never,< 1 years
557,55-59,,,,,20+ years,2-5 times,1-2 years
3270,40-44,"1000-9,999 employees",20+,"100,000-124,999","$1000-$9,999",10-20 years,Never,4-5 years
959,25-29,"> 10,000 employees",9-May,"60,000-69,999","$1000-$9,999",3-5 years,Never,3-4 years
376,30-34,"1000-9,999 employees",4-Mar,"40,000-49,999",$1-$99,5-10 years,Never,5-10 years
243,18-21,,,,,< 1 years,Never,< 1 years
689,35-39,"> 10,000 employees",20+,"250,000-299,999","$10,000-$99,999",10-20 years,2-5 times,10-15 years
612,22-24,0-49 employees,2-Jan,$0-999,$0 (USD),< 1 years,Never,< 1 years
1238,30-34,250-999 employees,14-Oct,"125,000-149,999",$0 (USD),5-10 years,Never,1-2 years
1032,30-34,0-49 employees,4-Mar,"40,000-49,999",$100-$999,3-5 years,2-5 times,2-3 years
1315,25-29,"1000-9,999 employees",4-Mar,$0-999,$0 (USD),< 1 years,Never,< 1 years
494,25-29,250-999 employees,4-Mar,"25,000-29,999",$0 (USD),3-5 years,> 25 times,4-5 years
336,22-24,,,,,< 1 years,Never,< 1 years
1653,35-39,"1000-9,999 employees",14-Oct,"50,000-59,999","$10,000-$99,999",3-5 years,2-5 times,3-4 years
684,30-34,0-49 employees,4-Mar,$0-999,$1-$99,< 1 years,Never,1-2 years
